"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"3255","1068714|426468|660844","Australian","Not Answered","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3265","1068603|426591|661039","Australian","No","Online Application","","","","","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3269","1068603|426591|661041","Australian","No","Online Application","","","","","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3273","1068855|426696|661196","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3281","1068855|426696|661197","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"3287","833627|426805|661347","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3296","1068969|426854|661435","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"3322","1068985|426862|661450","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3338","1069136|427063|661781","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3349","832025|427108|661851","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3358","832025|427108|661853","Australian","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3367","694930|427112|661858","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3380","1062725|427270|662103","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"3396","1069286|427326|662192","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3403","1069286|427326|662193","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3415","762522|427416|662326","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3424","1069355|427452|662377","Australian","No","Online Application","","","","","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3426","1066003|427562|662534","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3431","1069136|427820|662838","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3442","762986|428095|663266","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Ineligible / Withdrawn","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3451","762986|428098|663271","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Ineligible / Withdrawn","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3460","1070151|428667|664115","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"3468","1070151|428788|664296","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"3475","1070795|429500|665369","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"3486","857028|429692|665643","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3499","110082|429714|665674","Australian","Not Answered","Online Application","","","","","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3509","23412|429724|665689","Australian","No","Online Application","","Qualified","Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3522","1071031|429796|665792","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Bangladesh","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3529","875412|430086|666232","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Pakistan","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3536","875412|430086|666233","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Pakistan","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3541","875412|430086|666234","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Pakistan","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3546","875412|430086|666235","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Pakistan","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3551","1071773|430925|667367","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"3557","1071773|430925|667368","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3562","1071773|430925|667369","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"3568","358736|430948|667405","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3581","1000727|431447|668147","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","Y"
"3605","1072159|431460|668181","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"3628","348110|431933|668864","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","GC","","",""
"3635","641504|432056|669052","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"3644","1069538|432183|669267","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3673","1072839|432324|669486","Australian","No","Online Application","","Not Assessed","Alternative Offer","","1","Engineering","GOM","Y","2020","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3699","830762|432576|669850","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3710","1071755|435422|673466","Australian","No","Online Application","","No Decision","No Outcome Set","Iran","1","Engineering","GOM","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3725","583468|422627|673687","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3731","1063862|419463|673689","Australian","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3737","1075271|436095|674437","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Nepal","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"3751","920944|436181|674549","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3759","1075845|436947|675527","Australian","No","Online Application","Masters CW","Not Qualified","Not Successful","United Arab Emirates","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3770","1075845|436947|675528","Australian","No","Online Application","","Not Assessed","Not Successful","United Arab Emirates","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3777","1075845|436947|675529","Australian","No","Online Application","","Not Assessed","Not Successful","United Arab Emirates","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3784","1075845|436947|675530","Australian","No","Online Application","","Not Assessed","Not Successful","United Arab Emirates","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3791","1075305|437160|675799","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEC","Y"
"3813","1061466|437555|676362","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3826","767511|437562|676374","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"3839","1076583|437721|676610","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3855","558372|437891|676868","New Zealander","No","Online Application","","Qualified","Not Successful","Australia","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","PGD","","",""
"3864","1076806|437968|676992","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3878","1076817|437987|677024","Australian","No","Online Application","","No Decision","Successful","","1","Engineering","GOM","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3895","1076747|438001|677047","Australian","Not Answered","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"3925","1076747|438001|677048","Australian","Not Answered","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Mid Year Intake","MCW","","",""
"3931","1077116|438363|677617","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Pakistan","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEC","N"
"3949","1077116|438363|677618","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Higher Preference Successful","Pakistan","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3960","1077116|438363|677619","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Pakistan","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3977","1077196|438473|677872","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3992","374924|439273|679201","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"4010","1077830|439346|679327","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"4021","841288|439501|679635","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4028","1077299|440564|681102","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Malaysia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","N"
"4040","1077299|440564|681103","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Higher Preference Successful","Malaysia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"4048","391484|440820|681505","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"4062","1078032|441013|681790","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"4072","1038929|441085|681890","Australian","No","Online Application","","Not Assessed","Ineligible / Withdrawn","United States of America","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4079","1038929|441085|681891","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEC","N"
"4092","1038929|441085|681892","Australian","No","Online Application","","Not Assessed","Ineligible / Withdrawn","United States of America","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4100","1079206|441111|681928","Australian","No","Online Application","","","","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"4108","1079442|441446|682413","Australian","No","Online Application","Masters CW","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"4122","1086364|448364|689547","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"4145","1086900|449913|691518","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"4151","1087874|451326|693645","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Pakistan","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"4162","161176|451563|693990","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"4182","1088165|451767|694294","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Sri Lanka","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"4195","1088175|451786|694316","Australian","No","Online Application","Masters CW","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"4205","1023660|451888|694464","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","PGD","Y","","N"
"4220","1064645|452175|694913","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"4234","297088|452292|695077","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"4248","1089818|454140|697858","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Mid Year Intake","2019","Start Year Intake","GC","Y","$ACC","N"
"4265","1047760|394740|698184","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","United States of America","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4284","783739|454578|698529","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"4296","1090139|454580|698531","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"4311","1091180|455236|699577","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","New Zealand","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4319","1091180|455236|699578","New Zealander","No","Online Application","","","","New Zealand","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4324","984370|456211|700623","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"4337","1091479|456543|701091","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Saudi Arabia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"4354","1091479|456543|701092","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Saudi Arabia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"4362","251229|456754|701419","Australian","No","Online Application","Grad Dip/Postgrad Dip","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"4383","1091807|456907|701632","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","United Arab Emirates","1","Engineering","STD","N","2019","Mid Year Intake","2020","Start Year Intake","MCW","Y","","N"
"4395","1092070|457283|702290","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Bulgaria","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"4401","1093614|459356|705552","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4429","1094186|460098|706686","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Egypt","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"4438","1094186|460098|706687","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Egypt","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"4446","1094392|460391|707157","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Lebanon","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"4460","1094867|461057|708227","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4468","112476|461205|708454","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4476","112476|461205|708455","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4481","1076294|461514|708933","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"4492","1076294|461514|708935","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Not Successful","Australia","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4500","1095499|461876|709519","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"4503","1095765|462193|710006","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4514","1094867|462827|710904","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4522","669915|463836|712494","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","No Decision","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","N"
"4538","1097405|464257|713158","Australian","No","Online Application","","","","Australia","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4546","1097405|464257|713159","Australian","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"4554","1097483|464341|713275","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4565","1097690|464562|713616","Australian","Not Answered","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4587","1097690|464562|713617","Australian","Not Answered","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"4601","1096529|464647|713765","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4618","1098231|465254|714692","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4619","1098501|465601|715261","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEC","N"
"4636","1098958|466137|716092","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4637","741976|466247|716295","Australian","No","Online Application","","Qualified","No Outcome Set","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4646","1033537|466286|716370","Permanent Resident (excl Humanitarian)","No","Online Application","","","","New Zealand","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4651","667528|467229|717747","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4675","1100720|468316|719285","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"4688","1100739|468344|719324","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Jordan","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","N"
"4713","1100739|468344|719325","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Higher Preference Successful","Jordan","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4727","833208|468468|719502","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4735","1101040|468693|719818","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4758","1101040|468693|719819","New Zealander","No","Online Application","","Qualified","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"4772","1101054|468718|719852","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","No Decision","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4792","1045167|470581|722487","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4809","1102908|470757|722758","Australian","No","Online Application","","No Decision","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4833","1102908|470757|722761","Australian","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"4839","920944|470892|722942","Australian","No","Online Application","Higher Doctorate","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","N"
"4850","756839|471142|723290","Australian","No","Online Application","","Qualified","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4862","756761|472176|724756","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4874","1026395|472241|724837","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"4875","1055577|472815|725661","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
